code,name,scie,lang,grup,enerc,protcnt,choavldf,fatce,fibtg,fsugar,fasat,na
C019,Drumstick leaves,Moringa oleifera,"A. Sajina paat; B. Sajna pata; E. Horseradish leaves, Benzoil leaves; G. Saragwa na pan; H. Saijan patta; Kan. Nuggeyele; Mal. Muringa ela; M. Sajana mana; Mar. Shevaga pan; O. Sajna sag; P. Soanjhna da patta; Tam. Murungai keerai; Tel. Mulaga akulu; U. Sujineki palli.",Green Leafy Vegetables,282,6.41,5.62,1.64,8.21,0.02,0.56,0.00934
C020,Fenugreek leaves,Trigonella foenum-graecum,A. Methi paat; B. Methi shak; G. Methi pandada; H. Methi sag; Kan. Menthya soppu; Kash. Kasori Methi; Kh. Sla methi; Mal. Uluva ila; M. Methi man; Mar. Methi sag; N. Methi pata; O. Methi sag; P. Methi di patte; Tel. Menthikoora; Tam. Vendhaiya keerai; U. Methi.,Green Leafy Vegetables,144,3.68,2.17,0.83,4.9,0.88,0.199,0.04701
C021,Garden cress,Lepidium sativum,A. Bor manimuni; B. Halim sag; G. Asadio na pan; H. Halim ka patta; Kan. Allibija soppu; Kash. Halyun; Kh. Khliang syiar; Mal. Alivirai cheera; Mar. Ahiva ka patta; N. Chamsoor ko Saag; O. Kakharu Saga; P. Halim-da-sag; Tam. Alivirai keerai; Tel. Adityala akulu.,Green Leafy Vegetables,208,5.62,4.48,0.8,2.6,0.92,0.02868,0.02535
C022,"Gogu leaves, green stem",Hibiscus cannabinus,A. Tengamora; B. Mestapat; E. Roselle Leaves; G. Ambadi; H. Pitwa; Kan. Pundi; Kh. Sla jajew jyrngam; Mal. Pulichai cheera; M. Sougri mana; Mar. Ambadi; O. Nalite saga; P. Pitwa sag; Tam. Pulichchai keerai; Tel. Gongura; U. Ambada ki bhaji.,Green Leafy Vegetables,152,1.86,4.06,1.09,4.59,0.01,0.245,0.01234
C023,"Gogu leaves, red stem",Hibiscus cannabinus,A. Tengamora; B. Mestapat; E. Roselle Leaves; G. Ambadi; H. Pitwa; Kan. Pundi; Kh. Sla jajew saw; Mal. Pulichai cheera; M. Sougri mana; Mar. Ambadi; O. Nalite saga; P. Pitwa sag; Tam. Pulichchai keerai; Tel. Gongura; U. Ambada ki bhaji.,Green Leafy Vegetables,153,1.85,4.24,1.07,3.89,0.01,0.243,0.01408
C024,"Knol-Khol, leaves",Brassica oleracea,"A. Ool kobi; B. Olkopi sag; E. Knol Knol, Kohlrabi, Wild cabbage greens; G. Gath kobi na pan; H. Ganth gobi ka sag; Kan. Gedde kosu; Kash. Hakh Monji; Kh. Phan Kubi; Mal. Knol-khol cheera; M. Kobi Maru Kabi; Mar. Nol khol ka patta; N. Salgam ko saag; O. Ulgobi saga; P. Ganth gobi sag; Tam. Knol-Khol keerai; Tel. Knol-khol akulu.",Green Leafy Vegetables,178,3.12,6.16,0.35,2.76,0.1,0.107,0.0268
C025,Lettuce,Lactuca sativa,A. Salad paat; G. Lettuce na pan; H. Salad ka patta; Kan. Lettuce soppu; Kash. Hakh; Kh. Salat dkhar; Mal. Lettuce cheera; Mar. Lettuce ka patta; N. Saalad ko paat; P. Salada sag; Tam. Ilaikosu; Tel. Kavu akulu; U. Kismisaag.,Green Leafy Vegetables,91,1.54,3.01,0.27,1.79,0.22,0.116,0.01753
C026,Mustard leaves,Brassica juncea,A. Horiyo paat; B. Sorisa sag; E. Mustard greens; G. Sarasava pandada; H. Sarson ka sag; Kan. Sasuve yele; Kash. Hakh; Kh. Tyrso; Mal. Kadugu ila; M. Hangaam; Mar. Mochari-chi pan; N. Raayo ko Saag; O. Sarson ka saga; P. Saro da sag; Tam. Kadugu ilai; Tel. Ava akulu; U. Sarson ki patta.,Green Leafy Vegetables,127,3.52,2.41,0.51,3.92,0.04,0.142,0.01914
C027,Pak Choi leaves,Brassica rapa var. chinensis,"E. Bok choy, Horse`s ear, Chinese celery cabbage, White mustard cabbage; G. Pak choi na pan.",Green Leafy Vegetables,67,1.41,1.78,0.25,1.91,0.52,0.03898,0.03373
C028,Parsley,Petroselinum crispum,A. Sugandhi lota; E. Garden parsley; G. Leela dhana; Mal. Seema malli; Mar. Kothimbir/dhane; Tam. Verkosu; Kan. Auchumooda; U. Ajmod; P. Parsley.,Green Leafy Vegetables,305,5.55,9.43,1.14,3.87,0.69,0.345,0.05308
C029,Ponnaganni,Alternanthera sessilis,A. Matikaduri; B. Khanchari;G. Saranthi na pan; H. Saranthi sag; Kan. Honagone soppu; Mal. Ponnaganni cheera; M. Phakchet; Mar. Saranthi sag; O. Madarangh; Tam. Ponnaganni keerai; Tel. Ponnaganti koora; U. Kunte ki bhaji.,Green Leafy Vegetables,213,5.29,5.17,0.71,6.74,0.44,0.204,0.03936
C030,"Pumpkin leaves, tender",Cucurbit maxima,A. Rongalao paat; B. Kumra shak; G. Kolam na pan; H. Kumhra sag; Kan. Kumbale soppu; Kash. Aal kaniji; Kh. Sla pathaw; Mal. Manthan elakai; M. Mairen mana; Mar. Bhopla chipan; O. Khakaru saga; P. Petha de pate; Tel. Gummadi akulu; Tam. Parangi ilai; U. Kaddu ka patta.,Green Leafy Vegetables,185,4.21,4.75,0.74,2.25,0.1,0.267,0.0122
C031,Radish leaves,Raphanus sativus,A. Dherua; B. Mulo shak; G. Muda na pan; H. Muli ka sag; Kan. Mullangi soppu; Kash. Mooji Hakh; Kh. Sla muli; Mal. Mullangi ilaigal; M. Hangham mula; Mar. Mula ka sag; N. Moolaa ko saag; O. Mula ka sag; P. Muli di patte; Tel. Mullangi akulu; Tam. Mullangi ilai; U. Muli ka patta..,Green Leafy Vegetables,109,2.22,2.77,0.51,1.82,0.29,0.147,0.01739
C032,Rumex leaves,Rumex patientia,A. Suka sak; B. Bun palung; G. Ambada (sorrel); Kan. Chukki soppu; Mar. Amlavetasa; S. Amlavetasa; U. Tukhm hummaz.,Green Leafy Vegetables,82,1.62,2.33,0.33,1.27,0.45,0.06092,0.01995
C033,Spinach,Spinacia oleracea,A. Paleng; B. Palong shak; G. Palak ni bhaji; H. Palak; Kan. Spinak soppu; Kash. Palak; Kh. Palong heh; Mal. Basala cheera; M. Palak; Mar. Palak; N. Paalungo ko Saag; O. Palang sag; P. Palak; S. Paalakya; Tam. Pasalai keerai; Tel. Palakoora; U. Palak.,Green Leafy Vegetables,102,2.14,2.05,0.64,2.38,0.24,0.183,0.04255
C034,"Tamarind leaves, tender",Tamaridus indica,"B. Tetul pata; G. Amli na pan; H., P. Imli patte; K. Hunise chiguru; Mal., Tam. Puliam ilaigal; Mar. Chinchecha pala; O. Tentuli; Tel. Chinta chiguru; A. Teteli paat; M. Mange Mana; Kh. Sla sohkyntoi.",Green Leafy Vegetables,299,5.84,10.04,0.49,10.7,0.17,0.176,0.01343
D001,Ash gourd,Benincasa hispida,"A. Kumura; B. Chalkumra; E. Wax gourd, White gourd, Winter gourd, Tallow gourd, Ash pumpkin, Winter melon, Chinese preserving melon; G. Bhuru kodu; H. Petha; Kan. Budagumbala; Kash. Aal; Kh. Pathaw iiwbih; Mal. Kumbalanga; M. Torbot; Mar. Kohala; N. Kubhindo; O. Panikakharu; P. Petha; Tam. Venpoosani; Tel. Boodida gummadi; U. Peta.",Other Vegetables,73,0.79,2.84,0.14,3.37,0.19,0.02526,0.00077
D002,"Bamboo shoot, tender",Bambusa vulgaris,"A. Bahgaj; B. Bansber ankur; E. Bamboo sprouts; G. Lilo vans; H. Baans; Kan. Baimbale, Kanile; Kh. Ka lung siej; Mal. Mulankoombu; M. Soidon; Mar. Kalkipan; O. Bhet ki lakdi; P. Baans; Tam. Moongil kuruthu; Tel. Veduru chiguru; U. Bhet ki lakdi.",Other Vegetables,68,1.33,1.67,0.35,1.55,0.09,0.04109,0.00112
D003,"Bean scarlet, tender",Phaseolus coccineus,"A. Lesera mah; E. Runner bean, Scarlet runner bean, Multiflora bean; G. Chodi; H. Sem; Kash. Hyambi; Kh. U buri; M. Hawai Ashaangbi; P. Sem fali.",Other Vegetables,179,2.86,5.16,0.99,4.5,1.03,0.266,0.00146
D004,"Bitter gourd, jagged, teeth ridges, elongate",Momordica charantia,"A. Kerela; B. Korola; E. Bitter melon, Bitter squash, Balsam pear; G. Karela; H. Karela; Kan. Hagal kai; Kash. Karela; Kh. Kerela heh; Mal. Kaippakka; M. Karon Akhabi; Mar. Karle ; N. Tite karela; O. Kalara; P. Karela; S. Tillikaa; Tel. Kakara kaya; Tam. Paavakkai; U. Karela.",Other Vegetables,87,1.44,2.82,0.24,3.78,0.04,0.144,0.01309
D005,"Bitter gourd, jagged, teeth ridges, short",Momordica charantia,"A. Kerela; B. Uchhe; E. Bitter melon, Bitter squash, Balsam pear; G. Marela; H. Karela; Kan. Hagal kai; Kash. Karela; Kh. Kerela rit; Mal. Kaippakka; M. Karon Akhabi; Mar. Karle; N. Tite karela; O. Kalara; P. Karela; S. Tillikaa; Tam. Paavakkai; Tel. Kakara kaya; U. Karela.",Other Vegetables,79,1.34,2.53,0.24,3.49,0.06,0.139,0.01259
D006,"Bitter gourd, jagged, smooth ridges, elongate",Momordica charantia,"A. Kerela; B. Korola; E. Bitter melon, Bitter squash, Balsam pear; G. Karela; H. Karela; Kan. Hagal kai; Kash. Karela; Kh. Kerela; Mal. Kaippakka; M. Karon Akhabi; Mar. Karle; N. Tite karela; O. Kalara; P. Karela; S. Tillikaa; Tam. Paavakkai; Tel. Kakara kaya; U. Karela.",Other Vegetables,81,1.61,2.29,0.26,3.72,0.08,0.142,0.01116
D007,"Bottle gourd, elongate, pale green",Lagenaria vulgaris,"A. Jatilao; B. Lau; E. Calabash, White flowered gourd; G. Dudhi; H. Lowki; Kan. Sorekai; Kash. Zeeth aal; Kh. U klong; Mal. Cheranga; M. Khongdrum; Mar. Pandhara; N. Lauka; O. Lau; P. Kadu; S. Kaarabellam; Tam. Suraikkai; Tel. Sorrakaya; U. Lowki.",Other Vegetables,46,0.53,1.68,0.13,2.12,0.36,0.04144,0.00146
D008,"Bottle gourd, round, pale green",Lagenaria vulgaris,"A. Jatilao; B. Lau; E. Calabash, White flowered gourd; G. Dudhi; G. Dudhi; H. Lowki; Kan. Sorekai; Kash. Gool aal; Kh. U klong heh; Mal. Cheranga; M. Khongdrum; Mar. Pandhara; N. Lauka; O. Lau; P. Kdu; S. Kaarabellam; Tam. Suraikkai; Tel. Sorrakaya; U. Lowki.",Other Vegetables,57,0.42,2.53,0.12,2.1,0.34,0.04107,0.00152
D009,"Bottle gourd, elongate, dark green",Lagenaria vulgaris,"A. Jatilao; B. Lau; E. Calabash, White flowered gourd; G. Dudhi; G. Dudhi; H. Lowki; Kan. Sorekai; U. Lowki; Kash. Zeth aal; Kh. Klong jrong; Mal. Cheranga; M. Khongdrum; Mar. Pandhara; N. Lauka; O. Lau; P. Kadu; S. Kaarabellam; Tam. Suraikkai; Tel. Sorrakaya.",Other Vegetables,54,0.49,2.25,0.13,2.11,0.39,0.04204,0.00135
D010,Brinjal 1,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,114,1.77,3.49,0.39,3.57,0.88,0.09453,0.00315
D011,Brinjal 2,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,99,1.82,2.71,0.34,4.01,0.98,0.08811,0.00392
D012,Brinjal 3,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,102,1.36,3.38,0.33,4.26,0.93,0.07234,0.00312
D013,Brinjal 4,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,100,1.51,3.19,0.31,4.04,0.86,0.06691,0.00331
D014,Brinjal 5,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan",Other Vegetables,111,1.38,4.02,0.29,4.13,0.99,0.06924,0.00403
D015,Brinjal 6,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan",Other Vegetables,97,1.46,3.29,0.29,3.68,1,0.07099,0.00375
D016,Brinjal 7,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan",Other Vegetables,98,1.4,3.1,0.37,3.32,1.38,0.07172,0.00345
D017,Brinjal 8,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,117,1.82,3.75,0.33,4.01,0.79,0.06817,0.00473
D018,Brinjal 9,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,106,1.47,3.52,0.35,4,0.91,0.08049,0.00308
D019,Brinjal 10,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,116,1.68,4.08,0.25,3.9,0.86,0.066,0.00435
D020,Brinjal 11,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,105,1.43,3.53,0.31,4.12,1.05,0.06814,0.00347
D021,Brinjal 12,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,93,1.6,2.73,0.27,3.89,1.22,0.06852,0.00388
D022,Brinjal 13,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,124,1.49,4.51,0.31,3.92,1.15,0.08296,0.003
D023,Brinjal 14,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,106,1.56,3.27,0.35,3.87,0.88,0.05914,0.00371
D024,Brinjal 15,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,114,1.58,3.96,0.29,3.99,0.82,0.06708,0.00334
D025,Brinjal 16,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,103,1.26,3.46,0.34,3.74,0.99,0.08365,0.00322
D026,Brinjal 17,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,91,1.18,2.89,0.36,3.94,0.85,0.08114,0.00309
D027,Brinjal 18,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,116,1.47,4.1,0.33,4.38,1.44,0.06918,0.00363
D028,Brinjal 19,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,100,1.26,3.39,0.31,3.97,0.96,0.05927,0.00311
D029,Brinjal 20,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,99,1.44,3.15,0.34,3.73,0.76,0.07991,0.00358
D030,Brinjal 21,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,113,1.36,3.93,0.35,3.85,0.93,0.08828,0.00306
D031,Brinjal - all varieties,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,106,1.48,3.52,0.32,3.98,0.97,0.07115,0.00355
D032,Broad beans,Vicia faba,"A. Urahi; B. Makhon shim; E. Fava bean, Faba bean, Field bean, Bell bean, Tic bean; G. Fafda papdi; H. Bakla; Kan. Chkaooaradavare; Kash. Thool Haymbe; Kh. Ri majai; Mal. Amarakka; Mar. Ghewda; O. Simba; Tam. Avarai; Tel. Pedda chikkudu.",Other Vegetables,123,3.85,2.11,0.15,8.63,1.22,0.04262,0.02074
D033,"Capsicum, green",Capsicum annuum,A. Kashmiri jalakia; B. Lanka (bilathi); G. Bhuler marcha; H. Shimla mirch; Kan. Donnmena-sinakayi; Kash. Shimla marchwangan; Kh. Sohmynken jhur jyrngam; Mal. Undamulagu; Mar. Bhoplimirchi; O. Shimla Lanka; P. Shimle-di-mirchi; Tam. Koda milagai; Tel. Shimla mirchi; U. Shimla mirchi.,Other Vegetables,68,1.11,1.84,0.34,2.06,0.86,0.07703,0.00184
D034,"Capsicum, red",Capsicum annuum,A. Kashmiri jalakia; B. Lanka (bilathi); G. Bhuler marcha; H. Shimla mirch; Kan.  Donnmena- sinakayi; Kash.  Shimla marchwangan; Kh. Sohmynken jhur jyrngam; Mal. Undamulagu; Mar. Bhoplimirchi; O. Shimla Lanka; P. Shimle-di-mirchi; Tam. Koda milagai; Tel. Shimla mirchi; U. Shimla mirchi.,Other Vegetables,83,1.47,2.14,0.47,2.19,0.93,0.08639,0.0017
D035,"Capsicum, yellow",Capsicum annuum,A. Kashmiri jalakia; B. Lanka (bilathi); G. Bhuler marcha; H. Shimla mirch; Kan.  Donnmena-sinakayi; Kash. Shimla marchwangan; Kh. Sohmynken jhur stem; Mal. Undamulagu; Mar. Bhoplimirchi; O. Shimla Lanka; P. Shimle-di-mirchi; Tam. Koda milagai; Tel. Shimla mirchi; U. Shimla mirchi.,Other Vegetables,78,1.35,1.95,0.41,2.19,0.97,0.102,0.00156
D036,Cauliflower,Brassica oleracea var. botrytis,A. Phul kobi; B. Phul kopi; G. Fulawar; H. Phul gobi; Kan. Hukosu; Kash. Phoolgobi; Kh. Phul kubi; Mal. Cauliflower; M. Kobithamchetmai; Mar. Phul gobi; N. Kauli; O. Phul Kobi; P. Phul gobi; S. Gojihvaa; Tam. Pookosu; Tel. Go puvvu; U. Phul gobi.,Other Vegetables,96,2.15,2.03,0.44,3.71,0.47,0.117,0.03072
D037,Celery stalk,Apium graveolens,B. Randhuni; H. Ajmud; Kh. Dieng seleri; G. Celery daandi; Tam. Sivarikkeerai.,Other Vegetables,69,0.98,2.33,0.24,2.09,0.75,0.06276,0.01068
D038,Cho-cho-marrow,Sechium edule,"A. Squash; E. Cho cho marrow, Chayote; H. Cho-cho-marrow; Kan. Cho-cho-marrow; M. Dasakusa; Mal. Cho-cho-marrow; Mar. Cho cho sara; O. Phuti kakudi; Kh. Biskot; Tam. Chow-chow.",Other Vegetables,79,0.66,3.47,0.15,1.55,0.76,0.07612,0.00128
D039,Cluster beans,Cyamopsis tetragonobola,A. Mah; B. Jhar sim; E. Guar; G. Govar; H. Gaur-ki-phalli; Kan. Gori koyi; Kash. Hyambi; Mal. Kothavara; Mar. Govari; O. Guanra chhuin; P. Guarae-di-faliya; Tam. Kothavaranga; Tel. Goruchikkudu; U. Gavar ki palli.,Other Vegetables,168,3.55,4.91,0.37,4.83,0.12,0.107,0.00405
D040,"Colocasia, stem, black",Colocasia esculenta,A. kosu thari; B. Kochur loti; H. Arwi-ki-dandi; Kan. Kesu danthu; Kh. Kawang iong; Mal. Chembin thandu; M. Paan Makhok; Mar. Alu-che-dath; O. Sarunada; P. Arbi de dande; Tam. Seppanthandu; Tel. Chama kada; U. Arwi ke kade.,Other Vegetables,100,0.76,3.83,0.34,3.01,0.53,0.103,0.00045
D041,"Colocasia, stem, green",Colocasia esculenta,A. Kosu thari; B. Kochur loti; H. Arwi-ki-dandi; Kan. Kesu danthu; Kh. Ka wang jyrngam; Mal. Chembin thandu; M. Paan Makhok; Mar. Alu-che-dath; O. Sarunada; P. Arbi de dande; Tam. Seppanthandu; Tel. Chama kada; U. Arwi ke kade.,Other Vegetables,81,0.91,2.86,0.22,2.33,0.25,0.06753,0.0006
D042,"Corn, baby",Zea mays,Kash. Makai; Kh. Riewhadem lung; M. Chujaak; P. Shoti shalli.,Other Vegetables,306,2.69,11.66,1.33,6.09,0.49,0.211,0.0014
D043,"Cucumber, green, elongate",Cucumis sativus,"A. Tiyoh; B. Sosha; G. Kakdi; H. Kheera, Kachumbar; Kan. Southe kayi; Kash. Laar; Kh. Sohkhia; Mal. Vellarikka; M. Thabi; Mar. Kakadi; N. Kakro; O. Kakudi; P. Khira; S. Patolah; Tam. Vellarikkai; Tel. Dosa kaya; U. Kheera.",Other Vegetables,82,0.71,3.48,0.16,2.14,0.27,0.06417,0.00633
D044,"Cucumber, green, short",Cucumis sativus,"A. Tiyoh; B. Sosha; G. Kakdi; H. Kheera, Kachumbar; Kan. Southe kayi; Kash. Laar; Kh. Sohkhia; M. Thabi; Mal. Vellarikka; Mar. Kakadi; N. Kakro; O. Kakudi; P. Khira; S. Patolah; Tam. Vellarikkai; Tel. Dosa kaya; U. Kheera.",Other Vegetables,73,0.83,2.82,0.18,2.13,0.21,0.06777,0.00611
D045,"Cucumber, orange, round",Cucumis sativus,A. Tiyoh; B. Sosha; G. Kakdi; H. Kakadi; Kan. Southe kayi; Kash. Laar; Kh. Sohkhia pyllon; Mal. Vellarikka; Mar. Kakadi; N. Kakro; O. Kakudi; P. Khira; S. Patolah; Tam. Vellarikkai; Tel. Dosa kaya; U. Kheera.,Other Vegetables,82,0.98,3.01,0.24,2.46,0.22,0.0719,0.00816
D046,Drumstick,Moringa oleifera,"A. Sajina; B. Sajna danta; E. Horseradish, Benzoil; G. Saragavo; H. Saijan-ki-phalli; Kan. Nugga kayi; Kh. Dieng sajana; Mal. Muringakkai; M. Sajana; Mar. Shevanga sheng; O. Sajana chhuin; P. Suhanjana di phalliya; Tam. Murungakkai; Tel. Mulakaada; U. Sujne ki palli.",Other Vegetables,123,2.62,3.76,0.12,6.83,1.47,0.02905,0.02238
D047,"Field beans, tender, broad",Phaseolus vulgaris,"A. Urohi; B. Shim; E. Common bean, Fieldbean, Broad bean, String bean; G. Valpapdi; H. Sem; Kan. Avare; Kash. Hyambi; Kh. Ri majai; Mal. Avar; Mar. Papta; O. Baragudi; Tam. Vidaiavarai; Tel. Chikkudu ginjalu; U. Sem ki palli.",Other Vegetables,129,3.06,2.75,0.64,5.64,0.95,0.182,0.01414
