code,name,scie,lang,grup,enerc,protcnt,choavldf,fatce,fibtg,fsugar,fasat,na
O003,"Goat, legs",,A. Sagolir Theng; B. Pathar Thyang; G. Bakri na Tang; H. Bakre ki Tangein; Kan. Aadina/Meke Kaalugalu; Kh. Blang Kjat; Kon. Bokdyaachem Paayn; Mal. Aattin Kaalukal; M. Hameng Khong; Mar. Bakriche Paay; N. Bakhrako Khutta; O. Chheli Goda; P. Bakre di Lattein; Tam. Aattu Kaalgal; Tel. Meka Kaallu; U. Bakre ki Tangein.,Animal Meat,669,22.07,0,7.94,0,0,3.665,0.04277
O004,"Goat, brain",,A. Sagolir Mogoj; B. Pathar Magaj; G. Bakri nu Bheju; H. Bakre ka Bheja/Maghaz; Kan. Aadina/Meke Medulu; Kh. Blang Jynkhlieh; Kon. Bokdyaacho Mendu; Mal. Aattin Thalacchoru; M. Hameng Kok?; Mar. Bakricha Mendu; N. Bakhrako Gidi; O. Chheli Mogoj; P. Bakre da Bheja; Tam. Aattu Moolai; Tel. Meka Medadu; U. Bakre ka Maghaz.,Animal Meat,533,13.82,0,8.06,0,0,2.138,0.132
O005,"Goat, tongue",,A. Sagolir Jibha; B. Pathar Jibh; G. Bakri ni Jeebh; H. Bakre ki Zabaan/Jeebh; Kan. Aadina/Meke Naalige; Kh. Blang Thyndiat?; Kon. Bokdyaachi Jeeb; Mal. Aattin Naavu; M. Hameng Lei; Mar. Bakrichi Jeebh; N. Bakhrako Jibro; O. Chheli Jibha; P. Bakre di Jeebh; Tam. Aattu Naakku; Tel. Meka Naluka; U. Bakre ki Zabaan.,Animal Meat,789,16.63,0,13.68,0,0,5.028,0.118
O006,"Goat, lungs",,A. Sagolir Phopsa; B. Pathar Phusphus; G. Bakri na Fefsa; H. Bakre ke Phephde; Kan. Aadina/Meke Shwasakosha; Kh. Blang Tor?; Kon. Bokdyaachem Kalsanchem?; Mal. Aattin Shwasakosham; M. Hameng Thamoimon?; Mar. Bakriche Phupphus; N. Bakhrako Phokso; O. Chheli Phusphus; P. Bakre de Phephde; Tam. Aattu Nuraiyeeral; Tel. Meka Oopirithitthulu; U. Bakre ke Phephde.,Animal Meat,401,16.86,0,3.09,0,0,1.564,0.08572
O007,"Goat, heart",,A. Sagolir Hirdaya; B. Pathar Hritpinda; G. Bakri nu Haiyu/Dil; H. Bakre ka Dil; Kan. Aadina/Meke Hrudaya; Kh. Blang Klongsnam?; Kon. Bokdyaachem Kalliz; Mal. Aattin Hrudayam; M. Hameng Thamoi; Mar. Bakriche Kallij/Rudhaya; N. Bakhrako Mutu; O. Chheli Hritpinda; P. Bakre da Dil; Tam. Aattu Idhayam; Tel. Meka Gunde; U. Bakre ka Dil.,Animal Meat,492,19.38,0,4.4,0,0,1.939,0.07321
O008,"Goat, liver",,A. Sagolir Kolija; B. Pathar Mete/Kolija; G. Bakri nu Kaleju; H. Bakre ki Kaleji; Kan. Aadina/Meke Yakrit; Kh. Blang Dohjem; Kon. Bokdyaachem Kalliz; Mal. Aattin Karal; M. Hameng Thin; Mar. Bakriche Kaleji; N. Bakhrako Kalejo; O. Chheli Kalija; P. Bakre di Kaleji; Tam. Aattu Eeral; Tel. Meka Kaleyam; U. Bakre ki Kaleji.,Animal Meat,526,20.32,0,4.88,0,0,1.77,0.05541
O009,"Goat, tripe",,B. Pathar Bhuri/Butt; H. Bakre ki Ojri/Boti; Mal. Aattin Kudal; Mar. Bakrichi Vajri; O. Chheli Ojhri; P. Bakre di Ojri; Tam. Aattu Kudal; Tel. Meka Pottikadupu; U. Bakre ki Ojri.,Animal Meat,386,15.36,0,3.36,0,0,1.682,0.02238
O010,"Goat, spleen",,A. Sagolir Pliha; B. Pathar Pliha; G. Bakri ni Barol; H. Bakre ki Tilli; Kan. Aadina/Meke Pliha; Kh. ?. ; Kon. Bokdyaachem Pano?; Mal. Aattin Pliha; M. Hameng Pliha?; Mar. Bakrichi Panthari; N. Bakhrako Phiyo; O. Chheli Pliha; P. Bakre di Tilli; Tam. Aattu Manneral/Suvarotti; Tel. Meka Plihamu; U. Bakre ki Tilli.,Animal Meat,401,18.45,0,2.37,0,0,1.2,0.0524
O011,"Goat, kidneys",,A. Sagolir Kankalam; B. Pathar Brikko; G. Bakri na Gurda; H. Bakre ke Gurde; Kan. Aadina/Meke Mutrapinda; Kh. Blang Nier?; Kon. Bokdyaachem Mutpin; Mal. Aattin Vrikka; M. ?. ; Mar. Bakriche Gurde/Mutrapind; N. Bakhrako Mirgaula; O. Chheli Brikko; P. Bakre de Gurde; Tam. Aattu Siruneeragam; Tel. Meka Mutrapindalu; U. Bakre ke Gurde.,Animal Meat,374,15.6,0,2.93,0,0,1.143,0.184
O012,"Goat, tube (small intestine)",,B. Pathar Nari; H. Bakre ki Aant; Mal. Aattin Kudal; Mar. Bakrichi Aantadi; O. Chheli Anta; P. Bakre di Aant; Tam. Aattu Kudal; Tel. Meka Karulu; U. Bakre ki Aant.,Animal Meat,525,12.92,0,8.26,0,0,4.445,0.00746
O013,"Goat, testis",,B. Pathar Andakosh; H. Bakre ke Kapure; Mal. Aattin Andam; Mar. Bakriche Andkosh; O. Chheli Andakosha; P. Bakre de Kapure; Tam. Aattu Virai; Tel. Meka Vushanam; U. Bakre ke Kapure.,Animal Meat,298,12.32,0,2.39,0,0,1.215,0.09261
O014,"Sheep, shoulder",,A. Bherar Kandh; B. Bherar Kandh; G. Gheta no Khabho; H. Bhed ka Kandha/Dast; Kan. Kuri Bhujada Mamsa; Kh. Langbrot Tyrpeng; Kon. Sheracho Khand; Mal. Chemmariyattin Chumal Irachi; Mar. Mendhiche Khande; N. Bheda ko Kaandh; O. Mendha Kandha Mansa; P. Bhed da Modha; Tam. Semmari Aattu Tholpattai Kari; Tel. Gorre Bhujamu Mamsam; U. Bhed ka Kandha/Shana.,Animal Meat,840,18.24,0,14.31,0,0,6.916,0.04565
O015,"Sheep, chops",,B. Bherar Chaap; H. Bhed ki Champ; P. Bhed di Champ; U. Bhed ki Champ.,Animal Meat,496,18,0,5.15,0,0,2.773,0.04526
O016,"Sheep, leg",,A. Bherar Theng; B. Bherar Thyang; G. Gheta na Tang; H. Bhed ki Tangein; Kan. Kuri Kaalugalu; Kh. Langbrot Kjat; Kon. Sherachem Paayn; Mal. Chemmariyattin Kaalukal; Mar. Mendhiche Paay; N. Bheda ko Khutta; O. Mendha Goda; P. Bhed di Lattein; Tam. Semmari Aattu Kaalgal; Tel. Gorre Kaallu; U. Bhed ki Tangein.,Animal Meat,686,21.42,0,8.69,0,0,3.745,0.0493
O017,"Sheep, brain",,A. Bherar Mogoj; B. Bherar Magaj; G. Gheta nu Bheju; H. Bhed ka Bheja/Maghaz; Kan. Kuri Medulu; Kh. Langbrot Jynkhlieh; Kon. Sheracho Mendu; Mal. Chemmariyattin Thalacchoru; Mar. Mendhicha Mendu; N. Bheda ko Gidi; O. Mendha Mogoj; P. Bhed da Bheja; Tam. Semmari Aattu Moolai; Tel. Gorre Medadu; U. Bhed ka Maghaz.,Animal Meat,492,13.05,0,7.29,0,0,2.04,0.122
O018,"Sheep, tongue",,A. Bherar Jibha; B. Bherar Jibh; G. Gheta ni Jeebh; H. Bhed ki Zabaan/Jeebh; Kan. Kuri Naalige; Kh. Langbrot Thyndiat?; Kon. Sherachi Jeeb; Mal. Chemmariyattin Naavu; Mar. Mendhichi Jeebh; N. Bheda ko Jibro; O. Mendha Jibha; P. Bhed di Jeebh; Tam. Semmari Aattu Naakku; Tel. Gorre Naluka; U. Bhed ki Zabaan.,Animal Meat,783,16.61,0,13.53,0,0,5.576,0.185
O019,"Sheep, lungs",,A. Bherar Phopsa; B. Bherar Phusphus; G. Gheta na Fefsa; H. Bhed ke Phephde; Kan. Kuri Shwasakosha; Kh. Langbrot Tor?; Kon. Sherachem Kalsanchem?; Mal. Chemmariyattin Shwasakosham; Mar. Mendhiche Phupphus; N. Bheda ko Phokso; O. Mendha Phusphus; P. Bhed de Phephde; Tam. Semmari Aattu Nuraiyeeral; Tel. Gorre Oopirithitthulu; U. Bhed ke Phephde.,Animal Meat,363,16.12,0,2.41,0,0,1.138,0.109
O020,"Sheep, heart",,A. Bherar Hirdaya; B. Bherar Hritpinda; G. Gheta nu Haiyu/Dil; H. Bhed ka Dil; Kan. Kuri Hrudaya; Kh. Langbrot Klongsnam?; Kon. Sherachem Kalliz; Mal. Chemmariyattin Hrudayam; Mar. Mendhiche Kallij/Rudhaya; N. Bheda ko Mutu; O. Mendha Hritpinda; P. Bhed da Dil; Tam. Semmari Aattu Idhayam; Tel. Gorre Gunde; U. Bhed ka Dil.,Animal Meat,445,18.19,0,3.66,0,0,1.677,0.07262
O021,"Sheep, liver",,A. Bherar Kolija; B. Bherar Mete/Kolija; G. Gheta nu Kaleju; H. Bhed ki Kaleji; Kan. Kuri Yakrit; Kh. Langbrot Dohjem; Kon. Sherachem Kalliz; Mal. Chemmariyattin Karal; Mar. Mendhiche Kaleji; N. Bheda ko Kalejo; O. Mendha Kalija; P. Bhed di Kaleji; Tam. Semmari Aattu Eeral; Tel. Gorre Kaleyam; U. Bhed ki Kaleji.,Animal Meat,559,22.26,0,4.87,0,0,1.822,0.05582
O022,"Sheep, tripe",,B. Bherar Bhuri/Butt; H. Bhed ki Ojri/Boti; Mal. Chemmariyattin Kudal; Mar. Mendhichi Vajri; O. Mendha Ojhri; P. Bhed di Ojri; Tam. Semmari Aattu Kudal; Tel. Gorre Pottikadupu; U. Bhed ki Ojri.,Animal Meat,435,16.76,0,4.05,0,0,1.962,0.01837
O023,"Sheep, spleen",,A. Bherar Pliha; B. Bherar Pliha; G. Gheta ni Barol; H. Bhed ki Tilli; Kan. Kuri Pliha; Kh. ?. ; Kon. Sherachem Pano?; Mal. Chemmariyattin Pliha; Mar. Mendhichi Panthari; N. Bheda ko Phiyo; O. Mendha Pliha; P. Bhed di Tilli; Tam. Semmari Aattu Manneral/Suvarotti; Tel. Gorre Plihamu; U. Bhed ki Tilli.,Animal Meat,384,16.02,0,3.02,0,0,1.533,0.05058
O024,"Sheep, kidneys",,A. Bherar Kankalam; B. Bherar Brikko; G. Gheta na Gurda; H. Bhed ke Gurde; Kan. Kuri Mutrapinda; Kh. Langbrot Nier?; Kon. Sherachem Mutpin; Mal. Chemmariyattin Vrikka; Mar. Mendhiche Gurde/Mutrapind; N. Bheda ko Mirgaula; O. Mendha Brikko; P. Bhed de Gurde; Tam. Semmari Aattu Siruneeragam; Tel. Gorre Mutrapindalu; U. Bhed ke Gurde.,Animal Meat,384,16.22,0,2.92,0,0,1.127,0.163
O025,"Beef, shoulder",,B. Goru Kandh; H. Gaay ka Kandha/Dast; Kan. Dana Bhujada Mamsa; Kh. Masidab Tyrpeng; Kon. Gaayicho Khand; Mal. Pothirachi Chumal; Mar. Gaiche Khande; N. Gai ko Kaandh; O. Goru Kandha Mansa; P. Gaaye da Modha; Tam. Maattu Tholpattai Kari; Tel. Aavu Bhujamu Mamsam; U. Gaay ka Kandha/Shana.,Animal Meat,889,20.56,0,14.59,0,0,7.046,0.04559
O026,"Beef, chops",,B. Gorur Chaap; H. Gaay ki Champ; P. Gaaye di Champ; U. Gaay ki Champ.,Animal Meat,585,19.82,0,6.71,0,0,3.031,0.03247
O027,"Beef, round (leg)",,B. Gorur Ran; H. Gaay ki Raan; Kan. Dana Thode Mamsa; Kh. Masidab Lbong; Kon. Gaayichi Mandi; Mal. Pothirachi Thuda; Mar. Gaichi Mandi; N. Gai ko Tighra; O. Goru Ran Mansa; P. Gaaye di Raan; Tam. Maattu Thodai Kari; Tel. Aavu Thodala Mamsam; U. Gaay ki Raan.,Animal Meat,658,22.64,0,7.38,0,0,2.998,0.03896
O028,"Beef, brain",,B. Gorur Magaj; H. Gaay ka Bheja/Maghaz; Kan. Dana Medulu; Kh. Masidab Jynkhlieh; Kon. Gaayicho Mendu; Mal. Pothirachi Thalacchoru; Mar. Gaicha Mendu; N. Gai ko Gidi; O. Goru Mogoj; P. Gaaye da Bheja; Tam. Maattu Moolai; Tel. Aavu Medadu; U. Gaay ka Maghaz.,Animal Meat,523,10.55,0,9.28,0,0,2.49,0.127
O029,"Beef, tongue",,B. Gorur Jibh; H. Gaay ki Zabaan/Jeebh; Kan. Dana Naalige; Kh. Masidab Thyndiat?; Kon. Gaayichi Jeeb; Mal. Pothirachi Naavu; Mar. Gaichi Jeebh; N. Gai ko Jibro; O. Goru Jibha; P. Gaaye di Jeebh; Tam. Maattu Naakku; Tel. Aavu Naluka; U. Gaay ki Zabaan.,Animal Meat,731,15.63,0,12.57,0,0,6.287,0.08988
O030,"Beef, lungs",,B. Gorur Phusphus; H. Gaay ke Phephde; Kan. Dana Shwasakosha; Kh. Masidab Tor?; Kon. Gaayichem Kalsanchem?; Mal. Pothirachi Shwasakosham; Mar. Gaiche Phupphus; N. Gai ko Phokso; O. Goru Phusphus; P. Gaaye de Phephde; Tam. Maattu Nuraiyeeral; Tel. Aavu Oopirithitthulu; U. Gaay ke Phephde.,Animal Meat,351,15.66,0,2.28,0,0,1.198,0.109
O031,"Beef, heart",,B. Gorur Hritpinda; H. Gaay ka Dil; Kan. Dana Hrudaya; Kh. Masidab Klongsnam?; Kon. Gaayichem Kalliz; Mal. Pothirachi Hrudayam; Mar. Gaiche Kallij/Rudhaya; N. Gai ko Mutu; O. Goru Hritpinda; P. Gaaye da Dil; Tam. Maattu Idhayam; Tel. Aavu Gunde; U. Gaay ka Dil.,Animal Meat,433,17.68,0,3.57,0,0,1.479,0.07052
O032,"Beef, liver",,B. Gorur Mete/Kolija; H. Gaay ki Kaleji; Kan. Dana Yakrit; Kh. Masidab Dohjem; Kon. Gaayichem Kalliz; Mal. Pothirachi Karal; Mar. Gaiche Kaleji; N. Gai ko Kalejo; O. Goru Kalija; P. Gaaye di Kaleji; Tam. Maattu Eeral; Tel. Aavu Kaleyam; U. Gaay ki Kaleji.,Animal Meat,499,20.73,0,3.96,0,0,1.543,0.05014
O033,"Beef, tripe",,B. Gorur Bhuri/Butt; H. Gaay ki Ojri/Boti; Mal. Pothirachi Kudal; Mar. Gaichi Vajri; O. Goru Ojhri; P. Gaaye di Ojri; Tam. Maattu Kudal; Tel. Aavu Pottikadupu; U. Gaay ki Ojri.,Animal Meat,316,13.1,0,2.51,0,0,1.371,0.041
O034,"Beef, spleen",,B. Gorur Pliha; H. Gaay ki Tilli; Kan. Dana Pliha; Kh. ?. ; Kon. Gaayichem Pano?; Mal. Pothirachi Pliha; Mar. Gaichi Panthari; N. Gai ko Phiyo; O. Goru Pliha; P. Gaaye di Tilli; Tam. Maattu Manneral/Suvarotti; Tel. Aavu Plihamu; U. Gaay ki Tilli.,Animal Meat,378,17.42,0,2.22,0,0,1.16,0.05894
O035,"Beef, kidneys",,B. Gorur Brikko; H. Gaay ke Gurde; Kan. Dana Mutrapinda; Kh. Masidab Nier?; Kon. Gaayichem Mutpin; Mal. Pothirachi Vrikka; Mar. Gaiche Gurde/Mutrapind; N. Gai ko Mirgaula; O. Goru Brikko; P. Gaaye de Gurde; Tam. Maattu Siruneeragam; Tel. Aavu Mutrapindalu; U. Gaay ke Gurde.,Animal Meat,439,17.09,0,4.01,0,0,1.743,0.16
O036,"Calf, shoulder",,B. Bachhurer Kandh; H. Bachhde ka Kandha/Dast; Kan. Karu Bhujada Mamsa; Kh. ?. Tyrpeng; Kon. Padkulem Khand; Mal. Kuttyirachi Chumal; Mar. Vasrache Khande; N. Bachcha ko Kaandh; O. Bachhuri Kandha Mansa; P. Vachhe da Modha; Tam. Kannukutti Tholpattai Kari; Tel. Dooda Bhujamu Mamsam; U. Bachhde ka Kandha/Shana.,Animal Meat,633,20.98,0,7.47,0,0,3.51,0.077
O037,"Calf, chops",,B. Bachhurer Chaap; H. Bachhde ki Champ; P. Vachhe di Champ; U. Bachhde ki Champ.,Animal Meat,524,22.47,0,3.85,0,0,1.966,0.06494
O038,"Calf, round (leg)",,B. Bachhurer Ran; H. Bachhde ki Raan; Kan. Karu Thode Mamsa; Kh. ?. Lbong; Kon. Padkulem Mandi; Mal. Kuttyirachi Thuda; Mar. Vasrachi Mandi; N. Bachcha ko Tighra; O. Bachhuri Ran Mansa; P. Vachhe di Raan; Tam. Kannukutti Thodai Kari; Tel. Dooda Thodala Mamsam; U. Bachhde ki Raan.,Animal Meat,615,21.1,0,6.92,0,0,2.263,0.06704
O039,"Calf, brain",,B. Bachhurer Magaj; H. Bachhde ka Bheja/Maghaz; Kan. Karu Medulu; Kh. ?. Jynkhlieh; Kon. Padkulem Mendu; Mal. Kuttyirachi Thalacchoru; Mar. Vasracha Mendu; N. Bachcha ko Gidi; O. Bachhuri Mogoj; P. Vachhe da Bheja; Tam. Kannukutti Moolai; Tel. Dooda Medadu; U. Bachhde ka Maghaz.,Animal Meat,448,9.84,0,7.6,0,0,2.202,0.115
O040,"Calf, tongue",,B. Bachhurer Jibh; H. Bachhde ki Zabaan/Jeebh; Kan. Karu Naalige; Kh. ?. Thyndiat?; Kon. Padkulem Jeeb; Mal. Kuttyirachi Naavu; Mar. Vasrachi Jeebh; N. Bachcha ko Jibro; O. Bachhuri Jibha; P. Vachhe di Jeebh; Tam. Kannukutti Naakku; Tel. Dooda Naluka; U. Bachhde ki Zabaan.,Animal Meat,737,17.78,0,11.76,0,0,5.63,0.09164
O041,"Calf, heart",,B. Bachhurer Hritpinda; H. Bachhde ka Dil; Kan. Karu Hrudaya; Kh. ?. Klongsnam?; Kon. Padkulem Kalliz; Mal. Kuttyirachi Hrudayam; Mar. Vasrache Kallij/Rudhaya; N. Bachcha ko Mutu; O. Bachhuri Hritpinda; P. Vachhe da Dil; Tam. Kannukutti Idhayam; Tel. Dooda Gunde; U. Bachhde ka Dil.,Animal Meat,459,18.84,0,3.75,0,0,1.489,0.058
O042,"Calf, liver",,B. Bachhurer Mete/Kolija; H. Bachhde ki Kaleji; Kan. Karu Yakrit; Kh. ?. Dohjem; Kon. Padkulem Kalliz; Mal. Kuttyirachi Karal; Mar. Vasrache Kaleji; N. Bachcha ko Kalejo; O. Bachhuri Kalija; P. Vachhe di Kaleji; Tam. Kannukutti Eeral; Tel. Dooda Kaleyam; U. Bachhde ki Kaleji.,Animal Meat,503,21.02,0,3.95,0,0,1.616,0.05499
O043,"Calf, spleen",,B. Bachhurer Pliha; H. Bachhde ki Tilli; Kan. Karu Pliha; Kh. ?. ; Kon. Padkulem Pano?; Mal. Kuttyirachi Pliha; Mar. Vasrachi Panthari; N. Bachcha ko Phiyo; O. Bachhuri Pliha; P. Vachhe di Tilli; Tam. Kannukutti Manneral/Suvarotti; Tel. Dooda Plihamu; U. Bachhde ki Tilli.,Animal Meat,379,17.71,0,2.12,0,0,1.03,0.06787
O044,"Calf, kidneys",,B. Bachhurer Brikko; H. Bachhde ke Gurde; Kan. Karu Mutrapinda; Kh. ?. Nier?; Kon. Padkulem Mutpin; Mal. Kuttyirachi Vrikka; Mar. Vasrache Gurde/Mutrapind; N. Bachcha ko Mirgaula; O. Bachhuri Brikko; P. Vachhe de Gurde; Tam. Kannukutti Siruneeragam; Tel. Dooda Mutrapindalu; U. Bachhde ke Gurde.,Animal Meat,387,15.16,0,3.5,0,0,1.464,0.174
O045,"Mithun, shoulder",,A. Mithunor Kandh; B. Mithuner Kandh; H. Mithun ka Kandha; N. Mithun ko Kaandh. (Less common elsewhere).,Animal Meat,736,19.05,0,11.14,0,0,4.436,0.03294
O046,"Mithun, chops",,B. Mithuner Chaap; H. Mithun ki Champ; N. Mithun ko Champ.,Animal Meat,536,18.19,0,6.12,0,0,2.736,0.04217
O047,"Mithun, round (leg)",,A. Mithunor Theng/Ran; B. Mithuner Ran; H. Mithun ki Raan; N. Mithun ko Tighra.,Animal Meat,485,19.61,0,4.1,0,0,1.442,0.02842
O048,"Pork, shoulder",,A. Gahorir Kandh; B. Shukorer Kandh; G. Suar no Khabho; H. Suar ka Kandha; Kan. Handi Bhujada Mamsa; Kh. ?. Tyrpeng; Kon. Dukracho Khand; Mal. Panni Irachi Chumal; M. Ok Leikha?; Mar. Dukkarache Khande; N. Sungur ko Kaandh; O. Ghusuri Kandha Mansa; P. Suar da Modha; Tam. Panri Tholpattai Kari; Tel. Pandi Bhujamu Mamsam; U. Suar ka Kandha.,Animal Meat,993,17.41,0,18.83,0,0,6.887,0.05447
O049,"Pork, chops",,B. Shukorer Chaap; H. Suar ki Champ; N. Sungur ko Champ; P. Suar di Champ; U. Suar ki Champ.,Animal Meat,748,19.41,0,11.3,0,0,4.803,0.0437
O050,"Pork, ham",,H. Suar ki Raan; U. Suar ki Raan.,Animal Meat,1006,18.83,0,18.55,0,0,6.938,0.04044
O051,"Pork, lungs",,A. Gahorir Phopsa; B. Shukorer Phusphus; G. Suar na Fefsa; H. Suar ke Phephde; Kan. Handi Shwasakosha; Kh. ?. Tor?; Kon. Dukrachem Kalsanchem?; Mal. Panni Irachi Shwasakosham; M. Ok Thamoimon?; Mar. Dukkarache Phupphus; N. Sungur ko Phokso; O. Ghusuri Phusphus; P. Suar de Phephde; Tam. Panri Nuraiyeeral; Tel. Pandi Oopirithitthulu; U. Suar ke Phephde.,Animal Meat,358,15.13,0,2.74,0,0,1.247,0.06141
O052,"Pork, heart",,A. Gahorir Hirdaya; B. Shukorer Hritpinda; G. Suar nu Haiyu/Dil; H. Suar ka Dil; Kan. Handi Hrudaya; Kh. ?. Klongsnam?; Kon. Dukrachem Kalliz; Mal. Panni Irachi Hrudayam; M. Ok Thamoi; Mar. Dukkarache Kallij/Rudhaya; N. Sungur ko Mutu; O. Ghusuri Hritpinda; P. Suar da Dil; Tam. Panri Idhayam; Tel. Pandi Gunde; U. Suar ka Dil.,Animal Meat,457,16.31,0,4.87,0,0,1.575,0.07052
O053,"Pork, liver",,A. Gahorir Kolija; B. Shukorer Mete/Kolija; G. Suar nu Kaleju; H. Suar ki Kaleji; Kan. Handi Yakrit; Kh. ?. Dohjem; Kon. Dukrachem Kalliz; Mal. Panni Irachi Karal; M. Ok Thin; Mar. Dukkarache Kaleji; N. Sungur ko Kalejo; O. Ghusuri Kalija; P. Suar di Kaleji; Tam. Panri Eeral; Tel. Pandi Kaleyam; U. Suar ki Kaleji.,Animal Meat,484,19.89,0,3.94,0,0,1.325,0.06489
O054,"Pork, stomach",,A. Gahorir Pet; B. Shukorer Pet; G. Suar nu Pet; H. Suar ka Pet; Kan. Handi Hotte; Kh. ?. Kpoh; Kon. Dukrachem Pot; Mal. Panni Irachi Vayaru; M. Ok Puk; Mar. Dukkarache Pot; N. Sungur ko Pet; O. Ghusuri Peta; P. Suar da Pidh; Tam. Panri Vayiru; Tel. Pandi Potta; U. Suar ka Pet.,Animal Meat,550,15.36,0,7.81,0,0,3.327,0.109
O055,"Pork, spleen",,A. Gahorir Pliha; B. Shukorer Pliha; G. Suar ni Barol; H. Suar ki Tilli; Kan. Handi Pliha; Kh. ?. ; Kon. Dukrachem Pano?; Mal. Panni Irachi Pliha; M. Ok Pliha?; Mar. Dukkarachi Panthari; N. Sungur ko Phiyo; O. Ghusuri Pliha; P. Suar di Tilli; Tam. Panri Manneral; Tel. Pandi Plihamu; U. Suar ki Tilli.,Animal Meat,357,15.13,0,2.71,0,0,1.245,0.04914
O056,"Pork, kidneys",,A. Gahorir Kankalam; B. Shukorer Brikko; G. Suar na Gurda; H. Suar ke Gurde; Kan. Handi Mutrapinda; Kh. ?. Nier?; Kon. Dukrachem Mutpin; Mal. Panni Irachi Vrikka; M. ?. ; Mar. Dukkarache Gurde/Mutrapind; N. Sungur ko Mirgaula; O. Ghusuri Brikko; P. Suar de Gurde; Tam. Panri Siruneeragam; Tel. Pandi Mutrapindalu; U. Suar ke Gurde.,Animal Meat,379,14.35,0,3.65,0,0,1.169,0.138
O057,"Pork, tube (small intestine)",,B. Shukorer Nari; H. Suar ki Aant; Mal. Panni Irachi Kudal; Mar. Dukkarachi Aantadi; O. Ghusuri Anta; P. Suar di Aant; Tam. Panri Kudal; Tel. Pandi Karulu; U. Suar ki Aant.,Animal Meat,587,14.96,0,8.98,0,0,4.109,0.06017
O058,"Hare, shoulder",,H. Khargosh ka Kandha; P. Khargosh da Modha; Tam. Muyal Tholpattai; U. Khargosh ka Kandha. (Hare/Rabbit often use same term 'Khargosh'),Animal Meat,603,21.13,0,6.58,0,0,2.698,0.05503
O059,"Hare, chops",,H. Khargosh ki Champ; P. Khargosh di Champ; U. Khargosh ki Champ.,Animal Meat,445,20.62,0,2.55,0,0,1.028,0.04861
O060,"Hare, leg",,H. Khargosh ki Tang; P. Khargosh di Latt; Tam. Muyal Kaal; U. Khargosh ki Tang.,Animal Meat,503,20.52,0,4.16,0,0,0.91,0.04248
O061,"Rabbit, shoulder",,A. Xoha Posur Kandh; B. Shoshoker Kandh; G. Sasla no Khabho; H. Khargosh ka Kandha; Kan. Molada Bhujada Mamsa; Mal. Muyal Chumal; Mar. Sasa che Khande; N. Kharayo ko Kaandh; O. Thekua Kandha Mansa; P. Khargosh da Modha; Tam. Muyal Tholpattai Kari; Tel. Kundelu Bhujamu Mamsam; U. Khargosh ka Kandha.,Animal Meat,635,20.01,0,7.96,0,0,3.142,0.06138
O062,"Rabbit, chops",,B. Shoshoker Chaap; H. Khargosh ki Champ; P. Khargosh di Champ; U. Khargosh ki Champ.,Animal Meat,565,22.61,0,4.88,0,0,1.907,0.04784
O063,"Rabbit, leg",,A. Xoha Posur Theng; B. Shoshoker Thyang; G. Sasla na Tang; H. Khargosh ki Tang; Kan. Molada Kaalu; Mal. Muyal Kaal; Mar. Sasa che Paay; N. Kharayo ko Khutta; O. Thekua Goda; P. Khargosh di Latt; Tam. Muyal Kaal; Tel. Kundelu Kaallu; U. Khargosh ki Tang.,Animal Meat,584,21.31,0,5.99,0,0,1.575,0.04603
P001,Allathi,Elops machnata,"E. Tenpounder, Ladyfish, Indo pacific Tarpon; Mal. Valli poomeen, Vallipoomeen; Mar. Shonas, Dandeli, Chirya; O. Naum; Tam. Poomeen, Ullahti, Manna, Mooran Kendai; Tel. Jinnagow, Jallagu; [Place of collection: Chennai]",Marine Fish,406,21.77,0,0.98,0,0,0.346,0.03268
P002,Aluva,Parastromateus niger,"E. Black pomfret, Brown Pomfret, Pomfret; G. Halwa, Adadio; Kan. Thondrotte; Kon. Halwa; Mal. Karuvolli, Karauthakoli, Avoli, Vellavoli; Mar. Halwa; Tam. Vellaivaval, Vavval, Karuvaval; Tel. Nallachanduva, Chanduva, Thellachanduva; [Place of collection: Vizag, Goa and Mumbai]",Marine Fish,434,21.63,0,1.8,0,0,0.755,0.04486
P003,Anchovy,Stolephorus indicus,"E. Indian anchovy, Hardenberg`s anchovy; Mal. Conetholi; Mar. Dindus; Tam. Tamil Nethilli; Tel. Nattoo; [Place of collection: Chennai and Kochi]",Marine Fish,367,19.88,0,0.78,0,0,0.248,0.212
P004,Ari fish,Aprion virescens,"Mal. Kurali; Tam. Kila meen, Komu kila; E. Green jobfish; [Place of collection: Kochi]",Marine Fish,415,22.01,0,1.11,0,0,0.408,0.03735
P005,Betki,Lates calcarifer,"E. Barramundi, Asian sea bass, Cockup, Cock up, Giant Sea Perch, Giant Seaperch; B. Bhekti; G. Bekti, Gariyu; Kan. Keliji, Koliji; Mal. Narimeen, Nuddee meen, Nair meen, Nari meen; Mar. Khajura, Jiteda, Khajuri, Fitadar; O. Durruah, Bekkut; Tam. Painnee meen, Koduva, Keduwa; Tel. Pandu kopah, Dadhara, Pandu menu; [Place of collection: Kolkata]",Marine Fish,284,15.28,0,0.29,0,0,0.0864,0.06368
P006,Black snapper,Macolor niger,Mal. Kari Kuruval; Tam. Karutha Kuruval; E. Black snapper; [Place of collection: Kolkata],Marine Fish,377,19.5,0,1.24,0,0,0.47,0.04123
